Ticker,Description,Sector,Exchange
HINDCOPPER,HINDUSTAN COPPER,Non-Energy Minerals,NSE
JAYNECOIND,JAYASWAL NECO IND,Producer Manufacturing,NSE
TFL,TRANSWARRANTY FINA,Finance,NSE
AXISILVER,AXISAMC - AXISILVER,,NSE
BSHSL,BOMBAY SUPER HYBRID SEEDS,Process Industries,NSE
KORE,JAY JALARAM TECHNO,Distribution Services,NSE
RAJRILTD,RAJ RAYON INDUSTRIES LTD,Process Industries,NSE
SETFNIF50,SBI MUTUAL FUND,Miscellaneous,NSE
SURYALAXMI,SURYALAKSHMI COTTO,Process Industries,NSE
DICIND,DIC INDIA,Process Industries,NSE
MOTOGENFIN,MOTOR & GEN FINANC,Finance,NSE
BANKETF,MIRAEAMC - BANKETF,,NSE
EIMCOELECO,EIMCO ELECON INDIA,Producer Manufacturing,NSE
TAPIFRUIT,TAPI FRUIT PROCESS,Consumer Non-Durables,NSE
JASH,JASH ENGINEERING LTD,Producer Manufacturing,NSE
TCS,TATA CONSULTANCY S,Technology Services,NSE
SIYSIL,SIYARAM SILK,Process Industries,NSE
PARSVNATH,PARSVNATH DEVELOPE,Finance,NSE
CONTROLPR,CONTROL PRINT LTD,Electronic Technology,NSE
GANDHITUBE,GANDHI SPECIAL TUB,Non-Energy Minerals,NSE
SABAR,SABAR FLEX INDIA L,Process Industries,NSE
MAHLIFE,MAHINDRA LIFESPACE,Finance,NSE
RADAAN,RADAAN MEDIAWORKS,Consumer Services,NSE
CHOLAHLDNG,CHOLAMANDALAM FIN,Finance,NSE
ASPINWALL,ASPINWALL AND COMP,Transportation,NSE
CARYSIL,CARYSIL LTD,Consumer Durables,NSE
EXXARO,EXXARO TILES LTD,Producer Manufacturing,NSE
KANDARP,KANDARP DIGI SMART,Commercial Services,NSE
ITC,ITC LTD,Consumer Non-Durables,NSE
CANARYS,CANARYS AUTOMATION,Technology Services,NSE
PARAS,PARAS DEF AND SPCE TECH L,Electronic Technology,NSE
AUSOMENT,AUSOM ENTERPRISE,Finance,NSE
IMAGICAA,IMAGICAAWORLD ENT LTD,Consumer Services,NSE
SDL24BEES,NIPPON INDIA- NIMFXX,,NSE
EMAMILTD,EMAMI LTD,Consumer Non-Durables,NSE
TNTELE,TAMILNADU TELECOMM,Producer Manufacturing,NSE
CRAYONS,CRAYONS ADVERTISIN,Commercial Services,NSE
CDSL,CENTRAL DEPOSITORY,Finance,NSE
DALBHARAT,DALMIA BHARAT LTD,Producer Manufacturing,NSE
ALANKIT,ALANKIT LTD,Technology Services,NSE
DNAMEDIA,DILIGENT MEDIA COR,Consumer Services,NSE
JPPOWER,JAIPRAKASH POWER,Utilities,NSE
HIL,HIL LTD,Non-Energy Minerals,NSE
CADSYS,CADSYS INDIA LTD,Technology Services,NSE
RADHIKAJWE,RADHIKA JEWELTECH LTD,Consumer Durables,NSE
SUPREMEPWR.ST,SUPREME POWER EQUIPMENT L,Producer Manufacturing,NSE
BGRENERGY,BGR ENERGY SYSTEMS,Industrial Services,NSE
JUNIORBEES,NIPPON INDIA MF,Miscellaneous,NSE
RACE,RACE ECO CHAIN LTD,Process Industries,NSE
ALMONDZ,ALMONDZ GLOBAL SEC,Finance,NSE
DENTALKART,VASA DENTICITY LTD,Retail Trade,NSE
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,Finance,NSE
FIBERWEB,FIBERWEB INDIA LTD,Producer Manufacturing,NSE
ASHAPURMIN,ASHAPURA MINE CHEM,Non-Energy Minerals,NSE
SJS,SJS ENTERPRISES LTD,Producer Manufacturing,NSE
EBBETF0430,EDELAMC - EBBETF0430,Miscellaneous,NSE
TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Energy Minerals,NSE
RUCHIRA,RUCHIRA PAPERS LTD,Process Industries,NSE
VINEETLAB,VINEET LABORATORIES LTD,Process Industries,NSE
TATAMOTORS,TATA MOTORS LTD.,Consumer Durables,NSE
ISEC,ICICI SEC. LTD,Finance,NSE
GREENLAM,GREENLAM INDUSTRIE,Non-Energy Minerals,NSE
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,Non-Energy Minerals,NSE
MON100,MOTILAL OS NASDAQ100 ETF,Miscellaneous,NSE
SPAL,S.P.APPARELS LTD,Consumer Non-Durables,NSE
KALYANIFRG,KALYANI FORGE,Producer Manufacturing,NSE
SCHNEIDER,SCHNEIDER ELECTR,Distribution Services,NSE
TRANSTEEL,TRANSTEEL SEATING,Producer Manufacturing,NSE
TVSELECT,TVS ELECTRONICS,Electronic Technology,NSE
POONAWALLA,POONAWALLA FINCORP LTD,Finance,NSE
ZAGGLE,ZAGGLE PREPA OCEAN SER L,Technology Services,NSE
THOMASCOOK,THOMAS COOK,Finance,NSE
KARNIKA,KARNIKA INDUSTRIES,Consumer Non-Durables,NSE
HITECHCORP,HITECH CORPORATION,Producer Manufacturing,NSE
SOTAC,SOTAC PHARMACEUTICALS LTD,Health Technology,NSE
OBCL,ORISSA BENGAL CARRIER LTD,Transportation,NSE
DSPITETF,DSPAMC - DSPITETF,,NSE
WINDLAS,WINDLAS BIOTECH LTD,Health Technology,NSE
AKSHOPTFBR,AKSH OPTIFIBRE,Electronic Technology,NSE
IL_FSENGG,IL&FS ENGINEERING,Industrial Services,NSE
GTLINFRA,GTL INFRASTRUCTURE,Industrial Services,NSE
AGSTRA,AGS TRANSACT TECH LTD,Commercial Services,NSE
BAGFILMS,B.A.G. FILMS&MEDIA,Consumer Services,NSE
BEPL,BHANSALI ENG POLYM,Process Industries,NSE
VISESHINFO,VISESH INFOTECNICS,Technology Services,NSE
SENSEXETF,MIRAEAMC - SENSEXETF,,NSE
MBAPL,MADHYA BHARAT AGRO P. LTD,Process Industries,NSE
BHARATGEAR,BHARAT GEARS,Producer Manufacturing,NSE
HLEGLAS,HLE GLASCOAT LTD,Producer Manufacturing,NSE
NIF100BEES,NIP IND ETF NIFTY 100,Miscellaneous,NSE
UGROCAP,UGRO CAPITAL LTD,Finance,NSE
GODHA,GODHA CABCON INSULAT LTD,Producer Manufacturing,NSE
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,Process Industries,NSE
IONEXCHANG,ION EXCHANGE (INDIA) LTD,Producer Manufacturing,NSE
MIRZAINT,MIRZA INTERNATIONA,Consumer Non-Durables,NSE
VMART,V-MART RETAIL LTD,Retail Trade,NSE
QUADPRO,QUADPRO ITES LTD,Commercial Services,NSE
WELCORP,WELSPUN CORP LTD,Producer Manufacturing,NSE
OSIAHYPER,OSIA HYPER RETAIL LTD,Retail Trade,NSE
NRBBEARING,NRB BEARINGS,Producer Manufacturing,NSE
DLF,DLF LTD,Finance,NSE
MADHAV,MADHAV MARB & GRAN,Non-Energy Minerals,NSE
ALBERTDAVD,ALBERT DAVID,Health Technology,NSE
SATINDLTD,SAT INDUSTRIES LTD,Producer Manufacturing,NSE
DSPQ50ETF,DSPAMC - DSPQ50ETF,Miscellaneous,NSE
APCL,ANJANI PRTLND CEMT,Non-Energy Minerals,NSE
GOACARBON,GOA CARBON,Process Industries,NSE
CARBORUNIV,CARBORUNDUM UNVRSL,Process Industries,NSE
KNAGRI,KN AGRI RESOURCES,Process Industries,NSE
CREATIVEYE,CREATIVE EYE LTD,Consumer Services,NSE
SABTN,SRI ADHIKARI BROS,Consumer Services,NSE
BASML,BANNARI AMMAN SPIN,Process Industries,NSE
VSTIND,VST INDUSTRIES,Consumer Non-Durables,NSE
SOTL,SAVITA OIL TECHNOL,Process Industries,NSE
PFIZER,PFIZER LTD,Health Technology,NSE
IDFCFIRSTB,IDFC FIRST BANK,Finance,NSE
PARAGMILK,PARAG MILK FOODS,Consumer Non-Durables,NSE
NLCINDIA,NLC INDIA LTD,Utilities,NSE
THEJO,THEJO ENGINEERING LTD,Distribution Services,NSE
BURNPUR,BURNPUR CEMENT LTD,Non-Energy Minerals,NSE
RAMCOSYS,RAMCO SYSTEMS,Technology Services,NSE
MSTCLTD,MSTC LTD,Retail Trade,NSE
BALKRISIND,BALKRISHNA INDS,Consumer Durables,NSE
ANIKINDS,ANIK INDUSTRIES,Distribution Services,NSE
RAMKY,RAMKY INFRASTRUCTU,Industrial Services,NSE
HONASA,HONASA CONSUMER LTD,Retail Trade,NSE
SADBHIN,SADBHAV INFRA PROJ,Industrial Services,NSE
LUMAXTECH,LUMAX AUTO TECHNOL,Producer Manufacturing,NSE
MPTODAY,MADHYA PRADESH TOD,Consumer Services,NSE
SERVOTECH,SERVOTECH POWER SYS LTD.,Producer Manufacturing,NSE
HINDWAREAP,HINDWARE HME INOVATON LTD,Producer Manufacturing,NSE
CUB,CITY UNION BANK,Finance,NSE
SWANENERGY,SWAN ENERGY LTD,Utilities,NSE
AVROIND,AVRO INDIA LTD,Consumer Durables,NSE
SRIVASAVI,SRIVASAVI ADHESIVE,Process Industries,NSE
PRITI,PRITI INTERNATIONAL LTD,Consumer Durables,NSE
UPL,UPL LTD,Process Industries,NSE
ABFL.N0,SEC RE NCD 8% SR I,,NSE
DIL,DEBOCK INDUSTRIES LTD,Producer Manufacturing,NSE
AURUM,AURUM PROPTECH LTD,Technology Services,NSE
MUFTI,CREDO BRANDS MARKETING L,Retail Trade,NSE
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,Producer Manufacturing,NSE
DOLLAR,DOLLAR INDUSTRIES,Consumer Non-Durables,NSE
NBIFIN,N.B.I. INDUSTRIAL,Finance,NSE
IOLCP,IOL CHEMICALS&PHAR,Process Industries,NSE
AARTIDRUGS,AARTI DRUGS LTD,Health Technology,NSE
KOTAKALPHA,KOTAKMAMC - KOTAKALPHA,,NSE
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Finance,NSE
BBL,BHARAT BIJLEE,Producer Manufacturing,NSE
LAKPRE,LAKSHMI PRECISION,Producer Manufacturing,NSE
MOHITIND,MOHIT INDUSTRIES,Process Industries,NSE
PERSISTENT,PERSISTENT SYSTEMS,Technology Services,NSE
WINDMACHIN,WINDSOR MACHINES,Producer Manufacturing,NSE
DCBBANK,DCB BANK LTD,Finance,NSE
IIFL.Y0,SEC RE NCD 9% SR.VI,,NSE
AUROPHARMA,AUROBINDO PHARMA,Health Technology,NSE
IRISDOREME,IRIS CLOTHINGS LTD,Consumer Non-Durables,NSE
ACCENTMIC,ACCENT MICROCELL L,Health Technology,NSE
SHRIPISTON,SHRIRAM PISTONS &,Producer Manufacturing,NSE
TATAMETALI,TATA METALIKS,Non-Energy Minerals,NSE
RAINBOW,RAINBOW CHILDRENS,Health Services,NSE
SUPREMEINF,SUPREME INFRASTRUC,Industrial Services,NSE
IPSL,INTEGRATED PERSONN,Commercial Services,NSE
CHEMCON,CHEMCON SPECIAL CHEM LTD,Process Industries,NSE
BAJAJCON,BAJAJ CONSUMER,Consumer Non-Durables,NSE
DCXINDIA,DCX SYSTEMS LTD,Producer Manufacturing,NSE
ORIENTCER,ORIENT CERATECH LTD,Non-Energy Minerals,NSE
DBL,DILIP BUILDCON LTD,Industrial Services,NSE
CELLPOINT,CELL POINT (INDIA),Retail Trade,NSE
CENTURYPLY,CENTURYPLY LTD,Producer Manufacturing,NSE
NITCO,NITCO LTD,Producer Manufacturing,NSE
DATAPATTNS,DATA PATTERNS INDIA LTD,Electronic Technology,NSE
CLOUD,VARANIUM CLOUD LIM,Communications,NSE
SBIETFIT,SBIAMC - SBIETFIT,,NSE
EXPLEOSOL,EXPLEO SOLUTIONS,Technology Services,NSE
ISHAN.ST,ISHAN INTERNATIONA,Distribution Services,NSE
SBC,SBC EXPORTS LTD,Distribution Services,NSE
AVANTIFEED,AVANTI FEEDS,Process Industries,NSE
NAVINFLUOR,NAVIN FLUORINE INT,Process Industries,NSE
CHOLAFIN,CHOLAMANDALAM INV,Finance,NSE
DCMSRIND,DCM SHRIRAM IND LTD,Process Industries,NSE
NCLIND,NCL INDUSTRIES,Non-Energy Minerals,NSE
WORTH,WORTH PERIPHERALS LTD,Process Industries,NSE
EMKAY,EMKAY GLOBAL FIN,Finance,NSE
ASHOKA,ASHOKA BUILDCON LTD,Industrial Services,NSE
MACPOWER,MACPOWER CNC MACHINES LTD,Producer Manufacturing,NSE
ABAN,ABAN OFFSHORE,Industrial Services,NSE
SEJALLTD,SEJAL GLASS LTD,Process Industries,NSE
SVLL,SHREE VASU LOGISTICS LTD,Transportation,NSE
XCHANGING,XCHANGING SOLUTION,Technology Services,NSE
COMPUSOFT,COMPUCOM SOFTWARE,Technology Services,NSE
HDFCMID150,HDFC MUTUAL FUND,Miscellaneous,NSE
TARMAT,TARMAT LTD,Industrial Services,NSE
STYLAMIND,STYLAM INDUSTRIES LTD,Non-Energy Minerals,NSE
MAHEPC,MAHINDRA EPC IRRIG LTD,Producer Manufacturing,NSE
VAKRANGEE,VAKRANGEE LTD,Retail Trade,NSE
IRFC,INDIAN RAILWAY FIN CORP L,Finance,NSE
HDFCAMC,HDFC ASSET MANAGEM,Finance,NSE
TRIDENT,TRIDENT LTD,Process Industries,NSE
BRIGHT.ST,BRIGHT SOLAR LTD,Producer Manufacturing,NSE
ENDURANCE,ENDURANCE TECH,Producer Manufacturing,NSE
VALIANTORG,VALIANT ORGANICS LTD,Process Industries,NSE
RCOM,RELIANCE COMM LTD,Communications,NSE
GANGESSECU,GANGES SECURITIES,Finance,NSE
ESILVER,EDELAMC - ESILVER,,NSE
HCLTECH,HCL TECHNOLOGIES,Technology Services,NSE
GAEL,GUJARAT AMBUJA EXP,Consumer Non-Durables,NSE
PNCINFRA,PNC INFRATECH LTD,Industrial Services,NSE
TRIVENI,TRIVENI ENGINEERIN,Process Industries,NSE
SAAKSHI,SAAKSHI MEDTECH AN,Producer Manufacturing,NSE
SUTLEJTEX,SUTLEJ TEXTILES,Process Industries,NSE
BAIDFIN,BAID FINSERV LTD,Finance,NSE
OMAXAUTO,OMAX AUTOS LTD,Producer Manufacturing,NSE
SICALLOG,SICAL LOGISTICS LTD,Transportation,NSE
SUPREMEENG,SUPREME ENGINEERING LTD,Non-Energy Minerals,NSE
NIITLTD,NIIT,Commercial Services,NSE
DODLA,DODLA DAIRY LTD,Consumer Non-Durables,NSE
VOLTAS,VOLTAS LTD,Producer Manufacturing,NSE
MDL,MARVEL DECOR LTD,Consumer Durables,NSE
MAHLOG,MAHINDRA LOGISTICS,Transportation,NSE
FUSION,FUSION MICRO FINANCE LTD,Finance,NSE
OMINFRAL,OM INFRA LTD,Industrial Services,NSE
ISMTLTD,ISMT LTD,Non-Energy Minerals,NSE
BMETRICS,BOMBAY METRICS SUP,Industrial Services,NSE
TASTYBITE,TASTY BITE EATABLE,Consumer Non-Durables,NSE
BIRET.RR,BROOKFIELD INDIA RET,Finance,NSE
HERITGFOOD,HERITAGE FOODS LTD,Consumer Non-Durables,NSE
PAKKA,PAKKA LTD,Process Industries,NSE
HSCL,HIMADRI SPECIALITY,Process Industries,NSE
MARICO,MARICO LTD,Consumer Non-Durables,NSE
DYNAMATECH,DYNAMATIC TECHNOLO,Producer Manufacturing,NSE
SHREYANIND,SHREYANS INDUSTRIE,Process Industries,NSE
GAYAPROJ,GAYATRI PROJECTS,Industrial Services,NSE
GVPTECH,GVP INFOTECH LTD,Commercial Services,NSE
INSPIRE,INSPIRE FILMS LIMI,Consumer Services,NSE
BHARATWIRE,BHARAT WIRE ROPES,Producer Manufacturing,NSE
GTL,GTL LTD,Technology Services,NSE
CYIENTDLM,CYIENT DLM LTD,Electronic Technology,NSE
CENTRUM,CENTRUM CAPITAL,Finance,NSE
TIIL,TECHNOCRAFT INDUST,Producer Manufacturing,NSE
GODREJCP,GODREJ CONSUMER PR,Consumer Non-Durables,NSE
KAVVERITEL,KAVVERI TELECOM PR,Electronic Technology,NSE
KUANTUM,KUANTUM PAPERS LTD,Process Industries,NSE
GRWRHITECH,GARWARE HI-TECH FILMS LIM,Process Industries,NSE
TEXRAIL,TEXMACO RAIL & ENG,Producer Manufacturing,NSE
SNOWMAN,SNOWMAN LOGISTICS,Commercial Services,NSE
CONTI,CONTINENTAL SEEDS,Non-Energy Minerals,NSE
SEMAC,SEMAC CONSULTANTS LTD,Producer Manufacturing,NSE
MEDICAMEQ,MEDICAMEN BIOTECH LTD,Health Technology,NSE
NILAINFRA,NILA INFRASTRUCTUR,Industrial Services,NSE
APEX,APEX FROZEN FOODS,Consumer Non-Durables,NSE
FAZE3Q,FAZE THREE LTD,Process Industries,NSE
ADANIPORTS,ADANI PORT SPECIAL,Transportation,NSE
RITES,RITES LTD,Commercial Services,NSE
GLS,GLENMARK LIFE SCIENCE LTD,Health Technology,NSE
GMBREW,GM BREWERIES,Consumer Non-Durables,NSE
KMSUGAR,KM SUGAR MILLS LTD,Process Industries,NSE
CREATIVE,CREATIVE PERIPHERALS AND,Distribution Services,NSE
SANCO,SANCO IND LTD,Producer Manufacturing,NSE
EVERESTIND,EVEREST INDUSTRIES,Distribution Services,NSE
PENTAGON,PENTAGON RUBBER LI,Producer Manufacturing,NSE
AARTECH,AARTECH SOLONICS LTD,Commercial Services,NSE
INDRAMEDCO,INDRAPRASTHS MEDIC,Health Services,NSE
MAHKTECH,MIRAEAMC - MAHKTECH,Miscellaneous,NSE
BVCL,BARAK VALLEY CEMEN,Non-Energy Minerals,NSE
HDFCBSE500,HDFC MUTUAL FUND,Miscellaneous,NSE
TVVISION,TV VISION LTD,Consumer Services,NSE
AKANKSHA.ST,AKANKSHA POWER N INFRA L,,NSE
LFIC,LAKSHMI FINANCE &,Finance,NSE
DHARMAJ,DHARMAJ CROP GUARD LTD,Process Industries,NSE
SHUBHLAXMI,SHUBHLAXMI JEWEL A,Consumer Durables,NSE
SSFL,SRIVARI SPICES,Consumer Non-Durables,NSE
SATIN,SATIN CRCARE NET,Finance,NSE
JISLJALEQS,JAIN IRRIGATION,Producer Manufacturing,NSE
REGENCERAM,REGENCY CERAMICS,Producer Manufacturing,NSE
AHLEAST,ASIAN HOTELS (EAST,Consumer Services,NSE
LINDEINDIA,LINDE INDIA LTD,Process Industries,NSE
SRGHFL,SRG HOUSING FINANCE L,Finance,NSE
ARROWGREEN,ARROW GREENTECH LI,Process Industries,NSE
REDINGTON,REDINGTON LTD,Electronic Technology,NSE
DANGEE,DANGEE DUMS LTD,Consumer Non-Durables,NSE
TBZ,TRIBHOVANDAS BHIMJ,Consumer Durables,NSE
MOM30IETF,ICICIPRAMC - ICICIMOM30,Miscellaneous,NSE
BOMDYEING,BOMBAY DYEING &MFG,Process Industries,NSE
SDL26BEES,RELCAPAMC-NETFSDL26,,NSE
KOTAKGOLD,KOTAK MAHINDRA AST,Miscellaneous,NSE
ALKALI,ALKALI METALS LTD,Process Industries,NSE
GUJAPOLLO,GUJARAT APOLLO IND,Producer Manufacturing,NSE
IDBI,IDBI BANK LTD,Finance,NSE
ASTRON,ASTRON PAPER & BOA,Process Industries,NSE
MANAKSIA,MANAKSIA LTD,Non-Energy Minerals,NSE
OAL,ORIENTAL AROMATICS LTD,Process Industries,NSE
MOGSEC,MOTILALAMC - G5,Miscellaneous,NSE
INCREDIBLE,INCREDIBLE INDUSTRIES LTD,Non-Energy Minerals,NSE
IGARASHI,IGARASHI MOTORS IN,Producer Manufacturing,NSE
CAMS,COMPUTER AGE MNGT SER LTD,Finance,NSE
EIFFL,EURO (I) FRESH FOODS LTD,Consumer Non-Durables,NSE
HDFCSILVER,HDFCAMC - HDFCSILVER,Miscellaneous,NSE
MAL,MANGALAM ALLOYS,Non-Energy Minerals,NSE
KOTAKMID50,KOTAKMAMC - KOTAKMID50,,NSE
ESFL,ESSEN SPECIALITY F,Producer Manufacturing,NSE
BAJEL,BAJEL PROJECTS LTD,Utilities,NSE
SHK,S H KELKAR AND COM,Process Industries,NSE
ARIES,ARIES AGRO LTD,Process Industries,NSE
RIIL,RELIANCE IND INFRA,Industrial Services,NSE
ASIANENE,ASIAN ENERGY SERVICES LTD,Energy Minerals,NSE
KIRLOSBROS,KIRLOSKAR BROTHERS,Producer Manufacturing,NSE
SAGCEM,SAGAR CEMENTS,Non-Energy Minerals,NSE
TREL,TRANSINDIA REAL ESTATE L,Finance,NSE
KCK,KCK INDUSTRIES LTD,Process Industries,NSE
BIRLACABLE,BIRLA CABLE LTD,Producer Manufacturing,NSE
GOYALSALT,GOYAL SALT LTD,Consumer Non-Durables,NSE
REMSONSIND,REMSONS INDS,Producer Manufacturing,NSE
JUBLINGREA,JUBILANT INGREVIA LTD,Process Industries,NSE
ROLTA,ROLTA INDIA,Technology Services,NSE
CUMMINSIND,CUMMINS INDIA,Producer Manufacturing,NSE
SUPREMEPWR,SUPREME POWER EQUI,Producer Manufacturing,NSE
URBAN,URBAN ENVIRO WASTE,Transportation,NSE
GENESYS,GENESYS INTL,Technology Services,NSE
TVSMOTOR,TVS MOTOR CO,Consumer Durables,NSE
CHAMBLFERT,CHAMBAL FERTILISER,Process Industries,NSE
AJANTPHARM,AJANTA PHARMA,Health Technology,NSE
KANPRPLA,KANPUR PLASTIPACK LTD,Producer Manufacturing,NSE
ORIENTLTD,ORIENT PRESS LTD,Process Industries,NSE
SMVD,SMVD POLY PACK LTD,Process Industries,NSE
NAM_INDIA,NIPPON L I A M LTD,Finance,NSE
KPIL,KALPATARU PROJECTS,Industrial Services,NSE
SURYODAY,SURYODAY SMALL FIN BK LTD,Finance,NSE
VIVIDHA,VISAGAR POLYTEX,Process Industries,NSE
KSL,KALYANI STEELS,Non-Energy Minerals,NSE
KOLTEPATIL,KOLTE-PATIL DEVELO,Finance,NSE
UNITECH,UNITECH LTD,Finance,NSE
PARADEEP,PARADEEP PHOSPHATES LTD,Process Industries,NSE
AMIORG,AMI ORGANICS LTD,Health Technology,NSE
DSPBANKETF,DSPAMC - DSPBANKETF,Miscellaneous,NSE
SURYAROSNI,SURYA ROSHNI,Non-Energy Minerals,NSE
AIRAN,AIRAN LTD,Technology Services,NSE
MANORAMA,MANORAMA INDUSTRIES LTD,Consumer Non-Durables,NSE
QGOLDHALF,QUANTUM GOLD FUND,Miscellaneous,NSE
TARSONS,TARSONS PRODUCTS LTD,Process Industries,NSE
AEGISCHEM,AEGIS LOGISTICS,Distribution Services,NSE
FACT,FERTILIZERS & CHEM,Process Industries,NSE
CROWN,CROWN LIFTERS LTD,Finance,NSE
MFSL,MAX FINANCIAL SERV,Finance,NSE
AVALON,AVALON TECHNOLOGIES LTD,Electronic Technology,NSE
DSPN50ETF,DSPAMC - DSPN50ETF,Miscellaneous,NSE
CPS,C P S SHAPERS LIMI,Consumer Non-Durables,NSE
MGL,MAHANAGAR GAS LTD,Utilities,NSE
THEINVEST,THE INVESTMENT TRU,Finance,NSE
MARSHALL,MARSHALL MACHINES LTD,Producer Manufacturing,NSE
DREAMFOLKS,DREAMFOLKS SERVICES LTD,Transportation,NSE
LICNETFN50,LIC MUTUAL FUND,Miscellaneous,NSE
BAJAJFINSV,BAJAJ FINSERV LTD,Finance,NSE
ARVEE,ARVEE LABORATORIES I LTD,Process Industries,NSE
RAYMOND,RAYMOND LTD,Process Industries,NSE
INFOMEDIA,INFOMEDIA PRESS LI,Consumer Services,NSE
CLSL,CROP LIFE SCIENCE,Process Industries,NSE
ZENTEC,ZEN TECHNOLOGIES,Technology Services,NSE
CHEVIOT,CHEVIOT COMPANY LTD,Process Industries,NSE
UGARSUGAR,UGAR SUGAR WORKS,Process Industries,NSE
KTKBANK,KARNATAKA BANK,Finance,NSE
LUMAXIND,LUMAX INDUSTRIES,Producer Manufacturing,NSE
SADBHAV,SADBHAV ENGINEERIN,Industrial Services,NSE
VINYLINDIA,VINYL CHEMICALS(IN,Distribution Services,NSE
SILVER,BIRLASLAMC - SILVER,Miscellaneous,NSE
NELCO,NELCO,Electronic Technology,NSE
VISHNUINFR,VISHNUSURYA PROJEC,Non-Energy Minerals,NSE
RANASUG,RANA SUGARS LTD,Process Industries,NSE
HDFCNIFTY,HDFCAMC - HDFCNIFTY,Miscellaneous,NSE
KAMOPAINTS,KAMDHENU VENTURES LTD,Process Industries,NSE
MOL,MEGHMANI ORGANICS LTD,Process Industries,NSE
ISFT,INTRASOFT TECHNOLO,Retail Trade,NSE
LICNFNHGP,LIC MUTUAL FUND,Miscellaneous,NSE
MOM50,MOTILAL OSWAL M50 ETF,Miscellaneous,NSE
SOFTTECH,SOFTTECH ENGINEERS LTD,Technology Services,NSE
BIKAJI,BIKAJI FOODS INTER,Consumer Non-Durables,NSE
MAXIND,MAX INDIA LTD,Health Services,NSE
HAVISHA,SRI HAVISHA HOSP A,Distribution Services,NSE
BSLNIFTY,BIRLA SUN LIFE ASS,Miscellaneous,NSE
RHIM,RHI MAGNESITA INDIA LTD,Producer Manufacturing,NSE
IOC,INDIAN OIL CORP,Energy Minerals,NSE
INDUSTOWER,INDUS TOWERS LTD,Finance,NSE
INGERRAND,INGERSOLL RAND,Producer Manufacturing,NSE
TIMESCAN,TIMESCAN LOGISTICS,Transportation,NSE
JFLLIFE,JFL LIFE SCIENCES,Health Technology,NSE
DBOL,DHAMPUR BIO ORGANICS LTD,Process Industries,NSE
SMLISUZU,SML ISUZU LTD,Consumer Durables,NSE
VSTTILLERS,VST TILLERS TRACT,Producer Manufacturing,NSE
CHOLAFIN.N0,SEC RE NCD 8.25% SR.I,,NSE
KOTAKNIFTY,KOTAK MAHINDRA AST,Miscellaneous,NSE
SINDHUTRAD,SINDHU TRADE LINKS LTD,Transportation,NSE
AKASH,AKASH INFRA-PROJECTS LTD,Industrial Services,NSE
KOTAKCONS,KOTAKMAMC - KOTAKCONS,,NSE
MAKEINDIA,MIRAEAMC - MAMFGETF,Miscellaneous,NSE
SONAMLTD,SONAM LTD,Consumer Durables,NSE
EKC,EVEREST KANTO CYLI,Producer Manufacturing,NSE
ATGL,ADANI TOTAL GAS LTD,Utilities,NSE
DMCC,DMCC SPECIALITY CHEMICALS,Process Industries,NSE
HAVELLS,HAVELLS INDIA,Producer Manufacturing,NSE
SERVICE,SERVICE CARE LTD,Commercial Services,NSE
NSLNISP,NMDC STEEL LTD,Non-Energy Minerals,NSE
ARIHANTACA,ARIHANT ACADEMY LTD,Commercial Services,NSE
PVP,PVP VENTURES LTD,Technology Services,NSE
AGARIND,AGARWAL INDUSTRIAL,Process Industries,NSE
DCAL,DISHMAN CARBOGEN,Health Technology,NSE
KRISHANA,KRISHANA PHOSCHEM LTD,Process Industries,NSE
OSWALAGRO,OSWAL AGRO MILLS,Finance,NSE
FROG,FROG CELLSAT LTD,Electronic Technology,NSE
MARALOVER,MARAL OVERSEAS,Process Industries,NSE
PERFECT,PERFECT INFRAENGIN,Consumer Services,NSE
HUBTOWN,HUBTOWN LTD,Finance,NSE
PRUDENT,PRUDENT CORP ADV SER LTD,Finance,NSE
TVSSCS,TVS SUPPLY CHAIN SOL L,Transportation,NSE
PILITA,PIL ITALICA LIFEST,Producer Manufacturing,NSE
AARTIIND,AARTI IND LTD,Process Industries,NSE
SPORTKING,SPORTKING INDIA LTD,Process Industries,NSE
KREBSBIO,KREBS BIOCHEM&INDS,Health Technology,NSE
MAYURUNIQ,MAYUR UNIQUOTERS L,Process Industries,NSE
BALPHARMA,BAL PHARMA,Health Technology,NSE
QMSMEDI,QMS MEDICAL ALLIED,Distribution Services,NSE
NESCO,NESCO LTD,Producer Manufacturing,NSE
RADIOCITY,MUSIC BROADCAST,Consumer Services,NSE
ORIENTHOT,ORIENTAL HOTELS,Consumer Services,NSE
OILCOUNTUB,OIL COUNTRY TUBULR,Industrial Services,NSE
AGI,AGI GREENPAC LTD,Process Industries,NSE
PARACABLES,PARAMOUNT COMMUNIC,Producer Manufacturing,NSE
KANORICHEM,KANORIA CHEMICALS,Process Industries,NSE
KHAITANLTD,KHAITAN (INDIA)LTD,Consumer Durables,NSE
PREMIERPOL,PREMIER POLYFILM L,Non-Energy Minerals,NSE
